SiteName,Grade,DataVersion,ReleaseDt,Copyright
Canada and Surrey Waters,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Centre for Wildlife Gardening,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Camberwell Old Cemetery,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
One Tree Hill,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Dulwich Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Dulwich Upper Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Dulwich & Sydenham Hill Golf Course and Cox's Walk,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Nunhead Railway Embankments,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sutcliffe Park Flood Alleviation Scheme,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bower Farm Green Lane,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bedfords Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wellgate Community Farm,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Rom at King George's Playing Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Raphael Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bedford's Farm Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bob's Lane and Ash Lane,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rise Park Stream,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
White's Farm,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bower School Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hainault Forest,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Havering Country Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Clayhall Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Larks Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Green Lanes,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pimp Hall Nature Reserve,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Copse,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Claybury Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Chingford Mount Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Whitewebbs Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Forty Hall Park and Estate,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Newcombe Estate,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kynaston Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"All Saints Churchyard, Orpington",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Griff's Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Covet Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Glentrammon Recreation Ground,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Norsted Valley Woods,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rounds Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Charm Wood and Lower Broom Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Martin's Churchyard, Chelsfield",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Orpington Railway Embankment,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Skeet Hill Bank,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sage Wents,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Goddington Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
