"Reported road collisions by contributory factor and local authority, Great Britain, 10 years up to 2021",,,,,,
"This worksheet contains two tables, separated by a blank column. Some cells refer to notes which can be found on the notes worksheet.",,,,,,
Some cells in the 'Code_Local authority' field are labelled with 'no data' because they do not have an ONS identifier code. ,,,,,,
"Filters are active in row 5 and may hide some data. To turn off all filters select the ‘Data’ ribbon then ‘Filters’ button or use [Ctrl, Shift, L]’. ",,,,,,
Section,Contributory factor reported in accident [note 1],Region (ONS code),Region (name),Local authority (ONS code),Local authority (name),2020
Impairment or distraction,Driver/Rider impaired by alcohol,E12000001,North East,E06000001,Hartlepool,7
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),E12000001,North East,E06000001,Hartlepool,8
Impairment or distraction,Fatigue,E12000001,North East,E06000001,Hartlepool,1
Impairment or distraction,"Uncorrected, defective eyesight",E12000001,North East,E06000001,Hartlepool,0
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",E12000001,North East,E06000001,Hartlepool,3
Impairment or distraction,Not displaying lights at night or in poor visibility,E12000001,North East,E06000001,Hartlepool,0
Impairment or distraction,Rider wearing dark clothing,E12000001,North East,E06000001,Hartlepool,0
Impairment or distraction,Driver using mobile phone,E12000001,North East,E06000001,Hartlepool,0
Impairment or distraction,Distraction in vehicle,E12000001,North East,E06000001,Hartlepool,1
Impairment or distraction,Distraction outside vehicle,E12000001,North East,E06000001,Hartlepool,1
Behaviour or inexperience,Behaviour or inexperience,E12000001,North East,E06000001,Hartlepool,20
Behaviour or inexperience,Aggressive driving,E12000001,North East,E06000001,Hartlepool,6
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",E12000001,North East,E06000001,Hartlepool,16
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",E12000001,North East,E06000001,Hartlepool,0
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),E12000001,North East,E06000001,Hartlepool,0
Behaviour or inexperience,Learner or inexperienced driver/rider,E12000001,North East,E06000001,Hartlepool,5
Behaviour or inexperience,Inexperience of driving on the left,E12000001,North East,E06000001,Hartlepool,0
Behaviour or inexperience,Unfamiliar with model of vehicle,E12000001,North East,E06000001,Hartlepool,1
Vision affected by external factors,Vision affected by external factors,E12000001,North East,E06000001,Hartlepool,2
Vision affected by external factors,Stationary or parked vehicle(s),E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,Vegetation,E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,"Buildings, road signs, street furniture",E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,Dazzling headlights,E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,Dazzling sun,E12000001,North East,E06000001,Hartlepool,2
Vision affected by external factors,"Rain, sleet, snow, or fog",E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,Spray from other vehicles,E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",E12000001,North East,E06000001,Hartlepool,0
Vision affected by external factors,Vehicle blind spot,E12000001,North East,E06000001,Hartlepool,0
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),E12000001,North East,E06000001,Hartlepool,7
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,E12000001,North East,E06000001,Hartlepool,0
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,E12000001,North East,E06000001,Hartlepool,6
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,E12000001,North East,E06000001,Hartlepool,1
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,E12000001,North East,E06000001,Hartlepool,0
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),E12000001,North East,E06000001,Hartlepool,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,E12000001,North East,E06000001,Hartlepool,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),E12000001,North East,E06000001,Hartlepool,2
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",E12000001,North East,E06000001,Hartlepool,2
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,E12000001,North East,E06000001,Hartlepool,1
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",E12000001,North East,E06000001,Hartlepool,1
Special codes,Special Codes,E12000001,North East,E06000001,Hartlepool,3
Special codes,Stolen vehicle,E12000001,North East,E06000001,Hartlepool,2
Special codes,Vehicle in course of crime,E12000001,North East,E06000001,Hartlepool,1
Special codes,Emergency vehicle on a call,E12000001,North East,E06000001,Hartlepool,0
Special codes,Vehicle door opened or closed negligently,E12000001,North East,E06000001,Hartlepool,0
Special codes,Other,E12000001,North East,E06000001,Hartlepool,0
Any CF,Any CF,E12000001,North East,E06000001,Hartlepool,75
Road environment contributed,Road environment contributed,E12000001,North East,E06000002,Middlesbrough,11
Road environment contributed,Poor or defective road surface ,E12000001,North East,E06000002,Middlesbrough,0
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",E12000001,North East,E06000002,Middlesbrough,1
Road environment contributed,Slippery road (due to weather),E12000001,North East,E06000002,Middlesbrough,9
Road environment contributed,Inadequate or masked signs or road markings,E12000001,North East,E06000002,Middlesbrough,0
Road environment contributed,Defective traffic signals,E12000001,North East,E06000002,Middlesbrough,0
Road environment contributed,"Traffic calming (eg. road humps, chicane)",E12000001,North East,E06000002,Middlesbrough,2
Road environment contributed,Temporary road layout (eg. contraflow),E12000001,North East,E06000002,Middlesbrough,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",E12000001,North East,E06000002,Middlesbrough,0
Road environment contributed,Animal or object in carriageway ,E12000001,North East,E06000002,Middlesbrough,0
Road environment contributed,Slippery inspection cover or road marking,E12000001,North East,E06000002,Middlesbrough,1
Vehicle defects,Vehicle defects,E12000001,North East,E06000002,Middlesbrough,2
Vehicle defects,"Tyres illegal, defective or under inflated",E12000001,North East,E06000002,Middlesbrough,0
Vehicle defects,Defective lights or indicators,E12000001,North East,E06000002,Middlesbrough,1
Vehicle defects,Defective brakes,E12000001,North East,E06000002,Middlesbrough,1
Vehicle defects,Defective steering or suspension,E12000001,North East,E06000002,Middlesbrough,0
Vehicle defects,Defective or missing mirrors,E12000001,North East,E06000002,Middlesbrough,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,E12000001,North East,E06000002,Middlesbrough,0
Injudicious decision,Injudicious action,E12000001,North East,E06000002,Middlesbrough,30
Injudicious decision,Disobeyed automatic traffic signal,E12000001,North East,E06000002,Middlesbrough,7
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,E12000001,North East,E06000002,Middlesbrough,2
Injudicious decision,Disobeyed double white lines,E12000001,North East,E06000002,Middlesbrough,0
Injudicious decision,Disobeyed pedestrian crossing facility,E12000001,North East,E06000002,Middlesbrough,0
Injudicious decision,Illegal turn or direction of travel,E12000001,North East,E06000002,Middlesbrough,0
Injudicious decision,Exceeding speed limit,E12000001,North East,E06000002,Middlesbrough,9
Injudicious decision,Travelling too fast for conditions,E12000001,North East,E06000002,Middlesbrough,7
Injudicious decision,Following too close,E12000001,North East,E06000002,Middlesbrough,6
Injudicious decision,Vehicle travelling along pavement,E12000001,North East,E06000002,Middlesbrough,0
Injudicious decision,Cyclist entering road from pavement,E12000001,North East,E06000002,Middlesbrough,2
Driver or rider error or reaction,Driver/Rider error or reaction,E12000001,North East,E06000002,Middlesbrough,91
Driver or rider error or reaction,Junction overshoot,E12000001,North East,E06000002,Middlesbrough,1
Driver or rider error or reaction,Junction restart (moving off at junction),E12000001,North East,E06000002,Middlesbrough,2
Driver or rider error or reaction,Poor turn or manoeuvre,E12000001,North East,E06000002,Middlesbrough,14
Driver or rider error or reaction,Failed to signal or misleading signal,E12000001,North East,E06000002,Middlesbrough,1
Driver or rider error or reaction,Driver/Rider failed to look properly,E12000001,North East,E06000002,Middlesbrough,61
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,E12000001,North East,E06000002,Middlesbrough,33
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",E12000001,North East,E06000002,Middlesbrough,3
Driver or rider error or reaction,Sudden braking,E12000001,North East,E06000002,Middlesbrough,3
Driver or rider error or reaction,Swerved,E12000001,North East,E06000002,Middlesbrough,1
Driver or rider error or reaction,Loss of control,E12000001,North East,E06000002,Middlesbrough,6
Impairment or distraction,Impairment or distraction,E12000001,North East,E06000002,Middlesbrough,21
Impairment or distraction,Driver/Rider impaired by alcohol,E12000001,North East,E06000002,Middlesbrough,5
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),E12000001,North East,E06000002,Middlesbrough,6
Impairment or distraction,Fatigue,E12000001,North East,E06000002,Middlesbrough,2
Impairment or distraction,"Uncorrected, defective eyesight",E12000001,North East,E06000002,Middlesbrough,0
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",E12000001,North East,E06000002,Middlesbrough,2
Impairment or distraction,Not displaying lights at night or in poor visibility,E12000001,North East,E06000002,Middlesbrough,2
Impairment or distraction,Rider wearing dark clothing,E12000001,North East,E06000002,Middlesbrough,1
Impairment or distraction,Driver using mobile phone,E12000001,North East,E06000002,Middlesbrough,1
Impairment or distraction,Distraction in vehicle,E12000001,North East,E06000002,Middlesbrough,0
Impairment or distraction,Distraction outside vehicle,E12000001,North East,E06000002,Middlesbrough,4
Behaviour or inexperience,Behaviour or inexperience,E12000001,North East,E06000002,Middlesbrough,26
Behaviour or inexperience,Aggressive driving,E12000001,North East,E06000002,Middlesbrough,1
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",E12000001,North East,E06000002,Middlesbrough,15
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",E12000001,North East,E06000002,Middlesbrough,0
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),E12000001,North East,E06000002,Middlesbrough,0
Behaviour or inexperience,Learner or inexperienced driver/rider,E12000001,North East,E06000002,Middlesbrough,9
Behaviour or inexperience,Inexperience of driving on the left,E12000001,North East,E06000002,Middlesbrough,1
Behaviour or inexperience,Unfamiliar with model of vehicle,E12000001,North East,E06000002,Middlesbrough,1
Vision affected by external factors,Vision affected by external factors,E12000001,North East,E06000002,Middlesbrough,19
Vision affected by external factors,Stationary or parked vehicle(s),E12000001,North East,E06000002,Middlesbrough,2
Vision affected by external factors,Vegetation,E12000001,North East,E06000002,Middlesbrough,1
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",E12000001,North East,E06000002,Middlesbrough,0
Vision affected by external factors,"Buildings, road signs, street furniture",E12000001,North East,E06000002,Middlesbrough,1
Vision affected by external factors,Dazzling headlights,E12000001,North East,E06000002,Middlesbrough,1
Vision affected by external factors,Dazzling sun,E12000001,North East,E06000002,Middlesbrough,11
